19057,"Rahul is not 'Pappu', he is highly educated: Sam Pitroda","Congress leader Sam Pitroda on Sunday said that Congress President Rahul Gandhi is not ""Pappu"" and asserted that he is a ""highly educated, intelligent young man"". Pitroda added, ""I've great confidence in him (Rahul) contrary to what BJP has been saying about him for the last ten years."" He said that India needs ""modern minds"" and ""young leaders"", not ""jumlas"".",ANI,"Indore (Madhya Pradesh) [India], May 5 (ANI): Indian Overseas Congress (IOC) chief Sam Pitroda on Sunday said that Congress president Rahul Gandhi is not a “pappu” but a highly educated, intelligent man who can take the country forward.""I have spent a fair amount of time with Rahul to talk about how we will take the country forward. I have great confidence in him contrary to what BJP has been saying about him for the last ten years. He is not a ‘pappu’. He is a highly educated, intelligent young man. India needs young leaders,"" Pitroda said at a press conference here.""India needs modern mind, it needs mind which is induced with technology, not jumlas (false promises). The country needs a man with character; it needs a leader who feels for the people and who believes in democracy and talks about we, not me. I can assure Rahul brings a lot of good qualities,"" he said.  Since 2014, trolls on social media have often referred to Rahul Gandhi as a ""pappu"" (greenhorn).Pitroda said, ""I had a chance to work with his grandmother (Indira Gandhi) and his father (Rajiv Gandhi) very closely. He has the pedigree. It is not about ‘chamchagiri’ (flattery), not about dynasty but someone who can lead the party forward. India's future and democracy are at stake.""He hit out at Prime Minister Narendra Modi for his statement that former Prime Minister Rajiv Gandhi was “corrupt number 1”.""I have been hurt when I heard what the Prime Minister spoke about Rajiv Gandhi. PM speaks for the people of the country. He said Rahul's father (Rajiv Gandhi) was corrupt number 1. What is the need to say something like this?"" he asked.""I feel ashamed. I am also a Gujarati and come from the state of Gandhi ji. He (Modi) spread lies. People of this state can lie so much and speak such lowly things, this saddens us,"" Pitroda said.Attacking the BJP-led government, the IOC chief said: ""Zero jobs were created, zero smart city. Farmers are restless now. They were promised doubled income, (but) no steps were taken to bring black money back. Demonetisation was a disaster...They are not paying attention to it. Instead, they boast of what happened (Balakot strike) in Pakistan.""""Nobody is talking about main issues because nothing has been done in five years. We need your scorecard, it is too bad that even you (BJP) do not want to talk about it,"" he said.  Pitroda alleged the country's institutions have been captured by the BJP.""We are seeing that institutions like the judiciary, Election Commission and ED have been captured... Election Commissioner has to think whether he is the country's EC or a party's EC,"" he said. (ANI) ",https://www.aninews.in/news/national/politics/rahul-gandhi-is-not-pappu-says-sam-pitroda20190505160421/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
19058,US ride-hailing app drivers to strike ahead of Uber IPO,"Uber, Lyft, among other ride-hailing app drivers in New York City will go on strike on May 8 shortly before Uber goes public to protest alleged unfair employment conditions, a taxi union said. Drivers in Los Angeles, other cities, also expected to strike. ""Uber executives are getting rich off...our work. They should treat us with respect,"" a union member said.",Reuters,"NEW YORK (Reuters) - Uber Technologies Inc’s drivers in New York will go on strike next week shortly before the ride-hailing company goes public to protest what they view as unfair employment conditions, a taxi union said on Friday. The protests underscore the challenge for Uber of finding a way to lower driver costs in order to become profitable and paying drivers enough to retain their services.  Drivers for Uber, as well Lyft Inc and other ride-hailing apps, will strike on Wednesday for two hours, beginning at 7 a.m. ET (1100 GMT). Uber currently expects to price its IPO on Thursday and begin trading on the New York Stock Exchange the following day.  The drivers join peers in San Francisco, Chicago, Los Angeles, San Diego, Philadelphia and Washington, D.C., who are also planning to strike. The New York Taxi Workers Alliance (NYTWA) said the drivers are demanding job security, livable incomes and a cap on the amount ride-hailing companies can collect from fares.  “Uber claims that we are independent contractors even though they set our rates and control our work day,” Sonam Lama, a NYTWA member and Uber driver since 2015, said in a statement.  “Uber executives are getting rich off of our work. They should treat us with respect. We are striking to send a message that drivers will keep rising up,” Lama said. Uber cautioned in its IPO filing that its business would be “adversely affected” if drivers were classified as employees instead of independent contractors. The company hopes to be valued at between $80.5 billion and $91.5 billion. Uber has yet to turn a profit. It reported a net loss for the first quarter of 2019.  “I voted to go on strike because drivers need job security,” said Henry Rolands, an NYTWA member and Lyft driver.  Uber did not immediately respond to requests for comment. Lyft said in an emailed statement that its drivers’ hourly earnings have increased over the last two year. “Over 75 percent drive less than 10 hours a week to supplement their existing jobs. On average, drivers nationwide earn over $20 per hour,” Lyft said. Reporting by Joshua Franklin in New York; editing by Bill Berkrot and Leslie Adler",https://in.reuters.com/article/uber-ipo-strike-new-york/ride-hailing-drivers-in-new-york-to-strike-ahead-of-uber-ipo-idINKCN1S9226?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
19060,Using all means to sell oil in grey market: Iran amid US sanctions,"Iran's Deputy Oil Minister has said the country has mobilised all its resources to sell oil in a ""grey market"", bypassing US sanctions. ""This is not smuggling. This is countering sanctions which we do not see as just or legitimate,"" he said. The US has told importers of Iranian oil to stop purchases by May 1 or face sanctions.",Reuters,"DUBAI (Reuters) - Iran has mobilised all its resources to sell oil in a “grey market”, bypassing U.S. sanctions that Tehran sees as illegitimate, state media quoted Deputy Oil Minister Amir Hossein Zamaninia as saying on Sunday. The United States, which last year withdrew from a 2015 Iran nuclear deal with world powers, has told buyers of Iranian oil to stop purchases by May 1 or face sanctions. Iran says it will continue to export oil in defiance of U.S. sanctions, part of a campaign by Washington aimed at halting Tehran’s ballistic missile programme and curbing its regional power. “We have mobilised all of the country’s resources and are selling oil in the ‘grey market’,” state news agency IRNA quoted Zamaninia as saying. Zamaninia gave no details about the “grey market”, but Iran is widely reported to have sold oil at steep discounts and often through private firms during sanctions earlier this decade. “We certainly won’t sell 2.5 million barrels per day as under the (nuclear deal),” Zamaninia said, giving no figures for current sales.  “We will need to make serious decisions about our financial and economic management, and the government is working on that.”   “This is not smuggling. This is countering sanctions which we do not see as just or legitimate,” Zamaninia said.  Reporting by Dubai newsroom; Editing by Dale Hudson",https://in.reuters.com/article/iran-usa-sanctions-oil/iran-using-all-resources-to-sell-oil-in-grey-market-deputy-minister-idINKCN1SB07W?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
19061,Income tax e-filers drop by over 6.6 lakh in FY19,"Income tax e-filings stood at 6.68 crore in FY19, dropping by more than 6.6 lakh from the previous fiscal, the Income Tax Department observed. Compliance during FY19 declined to 79% compared to 91.6% in FY18. The number of registered filers has, however, grown by 15% from a year earlier to 8.45 crore as on March 31, 2019.",Livemint,"From a medium-term perspective, if the government does not expand its capital expenditure (higher transfers and muted tax growth), the growth prospects will be under doubt given estimated fiscal multipliers, it added.",https://www.livemint.com/news/india/income-tax-e-filers-drop-by-over-6-6-lakh-in-fy19-1557050252955.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
19062,Govt has little hope of finding buyer for Jet Airways: Reports,"The government sees little hope of a bidder emerging for cash-strapped Jet Airways, reports said citing government sources. Parties that had initially expressed interest in Jet, which is in over $1-billion debt, have reportedly failed to make firm bids. The temporarily grounded airline's bidding process, for which four suitors have reportedly been shortlisted, will be finalised by May 10.",Reuters,"NEW DELHI (Reuters) - India’s government sees little hope of a bidder emerging for debt-laden Jet Airways Ltd, two senior finance ministry officials said, even as thousands of employees plead with the government for a rescue. Parties that had initially expressed interest in Jet, which is saddled with roughly $1.2 billion of debt, have so far failed to make firm bids to bail it out, increasing the odds that it could soon face bankruptcy proceedings. “There is little scope in the revival of Jet,” said one official, adding that if a bidder emerged, the government was still willing to return slots to the private airline which have temporarily been given to rivals. A second senior finance ministry official said it was only a matter of time before someone dragged Jet to the National Company Law Tribunal - India’s bankruptcy court - for recovery of dues from Jet. It will most likely be one of Jet’s creditors and not its lenders that do so, said both the officials who spoke on condition of anonymity. Unions have been pleading with the government to ensure the airline is rescued. Last week, in a letter to the prime minister seen by Reuters, its pilots union urged the government to intervene and speed up the bid process for the airline and stop the deregistration of its aircraft by its lessors. Jet had a fleet of more than 120 aircraft but more than half have been deregistered and repossessed by lessors.  India’s aviation authorities have also been temporarily farming out Jet’s slots to rival carriers as airfares have soared in the wake of Jet’s shutdown. Rival low-cost carriers have also been scooping up aircraft that were formerly operated by Jet from its lessors, and poaching hundreds of its pilots, cabin crew and other staffers. The airline halted operations on April 17 after its lenders refused to provide further funds to keep it afloat. Once India’s largest private carrier, it had more than 16,000 employees and flights to dozens of international destinations. State Bank of India (SBI) said last month that it expected bidders to submit binding bids by April 30, and to complete the sale process this month. However, bankers involved in the process told Reuters last week that no binding bids had emerged. “The banks have been advised to wait for the formation of the next government ... before taking any decision on Jet’s fate,” the official told Reuters. Prime Minister Narendra Modi is currently seeking re-election. His government has come under fire from critics and opposition parties for rising unemployment. Despite this, senior government officials have opposed any bailout package for the airline arguing it would increase pressure to support other failed private companies. The government is satisfied with the handling of the Jet crisis by banks and other institutions as it has thus far not become a major election issue, the second ministry official said. Jet’s borrowings are small compared to those of other big defaulters such as Videocon and some steel companies, so lenders likely can wait for some more time before commencing bankruptcy proceedings, the official said. An official at ICICI Bank, which has to recover over 5.4 billion rupees ($78.17 million) from Jet, said the bank sees little chance of any recovery without the government coming up with a rescue plan.  “We largely think our money in Jet is gone,” he said. ($1 = 69.0790 Indian rupees) Additional reporting by Aftab Ahmed in NEW DELHI; Editing by Euan Rocha and John Stonestreet",https://in.reuters.com/article/us-jet-airways-debt-bankruptcy/india-sees-little-scope-for-jet-airways-revival-government-sources-idINKCN1SB0A4?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
19063,Owner said I couldn't handle it: Katrina on driving 1960s Land Rover,"Katrina Kaif has shared a picture of herself driving a 1960s Land Rover for a scene in 'Bharat'. ""The man beside me is the actual owner of this classic 1960 s Land Rover, who was convinced I couldn't handle the car, while I was convinced I could,"" she wrote. 'Bharat', a historical period drama film, will release on June 5.",Times Now,"There is no doubt that Salman Khan and Katrina Kaif have sizzling chemistry in their films and the trailer of Bharat is the biggest proof of it. The film chronicles the journey of Salman Khan's character over 60 years and along his journey he meets Katrina. It was Priyanka Chopra who was the initial choice for the film but she couldn't devote her time to the project, eventually, Katrina stepped her shoes.Katrina Kaif recently shared a photo from the set of the film in which she can be seen driving a jeep. She captioned the photo as ""#Bharat on location"" She also revealed the story behind the jeep and wrote, ""the man beside me is the actual owner of this classic 1960 s Land Rover , who was convinced i couldn’t handle the car , while I was convinced I could""Check Katrina Kaif's recent 'on location' photo from the film Bharat:  In a recent Twitter live chat session, Katrina spoke about preparing herself for the role and said that she had two months to prepare for the role and she worked extremely hard. Ali was very, very clear at least about the look of the character and once they cracked the physicality and hair, it was a big help for them. According to Katrina the character was extremely well written, very strong, she is a woman fighting in a man's world. Once the structure was in place it was about putting as much preparation and reading the scenes and rehearsing with Ali and Katrina's coach helped her too.Check out the trailer of Bharat:  After their 2017 film Tiger Zinda Hai, Salman Khan and Katrina Kaif are reuniting with Ali Abbas Zafar for Bharat. The pair is loved by their fan for their dazzling chemistry and stage presence. The fil is based on Korean war drama An Ode To My Father, also stars Tabu, Disha Patani, Sunil Grover and Jackie Shroff in important roles.",https://www.timesnownews.com/entertainment/news/people/article/katrina-kaif-looks-every-bit-fierce-as-she-drives-the-classic-1960s-land-rover-in-this-bharat-bts-moment/413032?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
19064,EC issues notice to Sadhvi Pragya for campaigning despite 72-hr ban,BJP Bhopal candidate Sadhvi Pragya has been sent a notice by District Election Officer over a complaint of her campaigning during the 3-day period when she was barred by EC from campaigning. She visited temples a day after she was barred. EC had put the ban over her remarks on Babri Masjid demolition and late ATS chief Hemant Karkare.,ANI,"Bhopal (Madhya Pradesh) [India] May 5 (ANI): Bharatiya Janata Party Bhopal candidate Pragya Singh Thakur has been sent a notice by District Election Officer here over a complaint of her campaigning during the 3-day period when she was barred by the EC from campaigning.""I'm a Sanyasi. My life's base is spiritualism, Indian cultural symbols and values. If somebody stops me from practising this, I will leave it to their wisdom,"" said Thakur on the matter.The Election Commission of India (ECI) on Wednesday debarred Thakur from campaigning for three days in the Lok Sabha polls in the wake of her remark that she is proud of Babri Masjid's demolition. The remark was found violative of the Model Code of Conduct (MCC) by the poll body.The district election officer sought a reply from Thakur on the notice. (ANI)",https://www.aninews.in/news/national/general-news/ec-issues-notice-to-pragya-singh-thakur-over-campaigning-despite-72-hour-ban20190505113153/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
19066,Flipkart co-founders backed startup 3D prints human cornea tissue,"Bengaluru-based biotech startup Pandorum Technologies, the first Indian company to 3D print human liver tissue, has bio-engineered human cornea tissue to enable scarless healing of corneal wounds. Pandorum was founded in 2011 by IISc researchers Arun Chandru and Dr Tuhin Bhowmick. Its investors include Flipkart co-founders Sachin Bansal and Binny Bansal and Hero Group's Sunil Munjal among others.",YourStory,"Biotech startup Pandorum Technologies, which focuses on tissue engineering, made history a few years ago by being the first Indian company to 3D-print human liver tissue for medical research. Now, scientists at Pandorum Technologies have achieved a new milestone, having bio-engineered human cornea tissue to enable scarless healing of corneal wounds and help restore vision through bio-regeneration.Pandorum Technologies' 3D bio-printed cornea stroma lenticuleCorneal injuries or disorders affecting the cornea, the outermost layer of the eye, are one of the major causes of vision loss across the world, according to the World Health Organisation. In India alone, more than a million people suffer from bilateral loss of vision due to corneal injuries, with many more suffering from unilateral corneal blindness.While corneal transplants, through the surgical removal of the opaque corneal tissue, is an effective way to improve vision, there is currently an acute shortage of cadaveric human corneas available for transplantation.Scientists at Pandorum have now developed a novel hydrogel that can deliver corneal stem cells in the wound site to help in the scarless repair and regeneration of corneal tissues.The hydrogel can be directly applied to corneal injuries in a minimally invasive manner. It can also be 3D bio-printed as corneal lenticules, or as a disc-shaped piece of corneal tissue, that can be used for lamellar keratoplasty, a surgical procedure for the partial replacement of the damaged cornea.“Being able to bio-engineer critical tissues such as the human cornea is a major milestone for all of us,"" Arun Chandru, co-founder and Director of Pandorum Technologies, told YourStory.He adds,Founded in 2011 by Arun Chandru and Dr. Tuhin Bhowmick, both researchers from Indian Institute of Science (IISc), Bangalore, Pandorum is supported by the Department of Biotechnology’s Biotechnology Industry Research Assistance Council (BIRAC) and has labs at the Centre for Cellular and Molecular Platforms, Bangalore, and at the Bangalore BioInnovation Centre.Also read: Meet the Bengaluru scientists who have grown artificial liver tissuesDr Vivek Singh and Dr Tuhin Bhowmick presenting the pre-clinical data on Pandorum's bio-engineered human cornea tissue at ARVO-2019 Annual Meet in Vancouver, CanadaThe biotech startup presented its pre-clinical trial findings related to the bio-engineered human cornea tissue at annual meeting of the Association for Research in Vision and Ophthalmology (ARVO-2019), Vancouver, Canada. Founded in 1928, ARVO is the largest eye and vision research organisation in the world, with nearly 12,000 researchers and clinicians from over 75 countries.Cornea surgeon Dr. Virender Sangwan says, Pre-clinical studies involving clinically relevant corneal wound models in rabbits are currently underway, led by cornea surgeons Dr. Virender Sangwan and Dr. Sayan Basu and scientist Dr. Vivek Singh. The team is aiming to move toward piloting human studies in 2020.  Pandorum's investors include Binny Bansal, Sachin Bansal, Sunil Munjal, TK Kurien, Indian Angel Network (IAN), 021 Capital, KITVEN, Kotak Investment Advisors, and 500 Startups.Also read: What Binny Bansal’s investments in startups tell us about the Flipkart Co-founder’s strategy",https://yourstory.com/2019/05/biotech-startup-pandorum-technologies-human-cornea-tissue?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
19067,Ex-Googler reveals how they plotted to kill Internet Explorer,"A former Google employee has revealed how a group of engineers plotted to kill Internet Explorer 6 in 2009. YouTube started displaying a banner to IE6 users, warning that support for Microsoft's browser would be ""phasing out"" soon. ""Within one month, 10% of global IE6 traffic had dropped off... while all other browsers increased in corresponding amounts,"" Chris Zacharias said.",Times Now,"San Francisco: A former Google employee has revealed how a group of engineers plotted to kill Microsoft's Internet Explorer 6 on its YouTube platform nearly 10 years ago. According to a report in The Verge on Saturday, YouTube in 2009 started displaying a banner to Internet Explorer 6 users, warning that support for Microsoft's browser would be ""phasing out"" soon.Google bought YouTube for $1.65 billion in 2006. Frustrated by supporting the aging browser, ""we began collectively fantasizing about how we could exact our revenge on IE6"", revealed Chris Zacharias, a former Google and YouTube engineer.""The plan was very simple. We would put a small banner above the video player that would only show up for IE6 users,"" he was quoted as saying. The message appeared on all YouTube pages - ""at a time when IE6 users represented around 18 per cent of all YouTube traffic"".YouTube engineers created a special set of permissions called ""OldTuber"", so they could bypass Google's code enforcement policies and make changes directly to the YouTube codebase with limited code reviews. ""We saw an opportunity in front of us to permanently cripple IE6 that we might never get again,"" Zacharias said.Two Google lawyers wanted to know why YouTube had the banner in place. ""They immediately demanded that we remove the banner,"" said Zacharias.""The lawyers were worried that Chrome was being promoted first as an alternative browser, prompting fears about EU regulators looking for anti-competitive behavior,"" the report noted.YouTube engineers, however, had programmed the banner to randomly display browsers like Firefox, Internet Explorer 8 and Opera. The result was a massive dip in Internet Explorer 6 traffic to YouTube.""Within one month, our YouTube IE6 user base was cut in half and over 10 per cent of global IE6 traffic had dropped off while all other browsers increased in corresponding amounts,"" informed Zacharias.Google Chrome web browser, which is the leader today, was first released in September 2008 for Windows XP and later, with 43 supported languages, in December 2008.
 ",https://www.timesnownews.com/technology-science/article/how-youtube-engineers-plotted-to-kill-internet-explorer/412925?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
19069,E-mail warning Tesla employees from leaking data leaked,"Tesla's security team warned staff against leaking sensitive information in an e-mail, leaked to CNBC. It read that outsiders, who would do anything to see Tesla fail, were targeting staff via social media and other methods to gain information. Employees were reminded of confidentiality agreements and warned that leaking proprietary business information will result in action against them.",Engadget,"Tesla has a rough history with leakers, and it's apparently eager to remind employees of that fact. CNBC said it had obtained an email from Tesla's security team (yes, the irony is thick) warning staff against leaking sensitive information. The message asserted that outsiders were ""targeting"" employees hoping to get vital data in a bid to ""see us fail,"" and pointed out that Tesla would crack down on leakers by firing them, making damage claims and filing charges.The EV maker pointed to a few examples, such as workers who posted production numbers and even an internal meeting's phone number on social networks.Corporate missives discouraging leaks aren't new. Apple in particular is well-known for warning staff of the consequences of leaking. For Tesla, though, there's a certain sense of urgency to warnings like this. The company is dealing with financial headwinds, and there's little doubt that the bevy of leaks affects the spending habits of both customers and investors. A successful effort to curb leaks wouldn't guarantee success, but it would reduce the number of unexpected factors playing havoc with Tesla's bottom line.",https://www.engadget.com/2019/05/04/tesla-warns-employees-against-leaking-info/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
